model,type,kfold,repeat_kfolds,seed,error_type,y,names,X_descriptors,params,combined_rmse,split
MVL,reg,5,10,0,rmse,Hvapor,Name,"[""Hardness"", ""SGBP"", ""g3""]",{},7.21568892947427,even
