model,type,kfold,repeat_kfolds,seed,error_type,y,names,X_descriptors,params,combined_mcc,split
RF,clas,5,10,0,mcc,TOF_class,code_name,"[""LUMO"", ""Pt_Dipole moment"", ""Pt_Fukui dual"", ""Pt_Normaliz. electrophil."", ""Pt_Pyramidalization"", ""SASA""]","{""n_estimators"": 59, ""max_depth"": 16, ""min_samples_split"": 7, ""min_samples_leaf"": 4, ""min_weight_fraction_leaf"": 0.021182739966945238, ""max_features"": 0.7344205847999921, ""ccp_alpha"": 0.004375872112626925, ""max_samples"": 0.9188297505865598, ""random_state"": 0}",0.24286661952633698,rnd
