model,type,kfold,repeat_kfolds,seed,error_type,y,names,X_descriptors,params,combined_rmse,split
GB,reg,5,10,0,rmse,MolLogP,SMILES,"['O1CC1_O_Dispersion', 'O1CC1_O_s proportion']","{'n_estimators': 61, 'learning_rate': 0.18023253049239468, 'max_depth': 13, 'min_samples_split': 10, 'min_samples_leaf': 4, 'subsample': 0.865697441604001, 'max_features': 0.7721641408838079, 'validation_fraction': 0.25450508559639284, 'min_weight_fraction_leaf': 0.02551431679346719, 'ccp_alpha': 0.0008919233550156722, 'random_state': 0}",1.087164774735212,even
