model,type,kfold,repeat_kfolds,seed,error_type,y,names,X_descriptors,params,combined_rmse,split
MVL,reg,5,10,0,rmse,MolLogP,SMILES,"['O1CC1_O_Dispersion', 'O1CC1_O_Pyramidaliz. volume']",{},0.7422458653226565,even
